🕘️更新时间,#genre#
北京卫视,http://satellitepull.cnr.cn/live/wxbtv/playlist.m3u8
北京卫视,http://198.204.228.26/live/bjwshd.m3u8
北京卫视,http://173.208.212.130:8181/720p/bjws.m3u8
北京卫视,http://192.151.150.154/live/bjwshd.m3u8
北京卫视,http://eversouthhangzhou.7766.org:8188/rtp/233.50.201.107:5140
北京卫视,http://114.225.205.180:4022/rtp/239.49.8.141:6000
北京卫视,http://114.225.205.180:4022/rtp/239.49.1.33:6000
北京卫视,http://60.4.30.177:8077/rtp/239.253.92.87:8014
北京卫视,http://www.lvyjay.win:4022/rtp/233.50.201.107:5140
北京卫视,http://www.liangcl.top:8686/rtp/233.50.201.107:5140
东方卫视,http://198.204.228.26/live/dfwshd.m3u8
东方卫视,http://192.151.150.154/live/dfwshd.m3u8
东方卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=dfwshd
东方卫视,http://114.225.205.180:4022/rtp/239.49.8.140:6000
东方卫视,http://114.225.205.180:4022/rtp/239.49.1.32:6000
东方卫视,http://60.4.30.177:8077/rtp/239.253.92.89:8019
东方卫视,http://106.59.2.32:55555/udp/239.200.200.8:8032
东方卫视,http://220.176.218.4:9000/udp/239.252.219.229:5140
东方卫视,http://106.80.124.211:7788/rtp/235.254.199.73:7980
东方卫视,http://219.156.33.124:4022/rtp/225.1.4.85:1114
江苏卫视,http://192.151.150.154/live/jswshd.m3u8
江苏卫视,http://114.225.205.180:4022/rtp/239.49.8.138:6000
江苏卫视,http://114.225.205.180:4022/rtp/239.49.1.16:6000
江苏卫视,http://219.155.100.203:4022/rtp/225.1.4.83:1112
江苏卫视,http://114.254.185.98:8099/rtp/239.3.1.113:3003
江苏卫视,http://220.176.218.4:9000/udp/239.252.219.214:5140
江苏卫视,http://nas.lyfkai.cn:19999/rtp/239.254.96.144:8938
江苏卫视,http://115.211.55.195:8001/rtp/233.50.202.107:5140
江苏卫视,http://171.119.207.198:6000/rtp/226.0.2.176:9320
江苏卫视,http://38.75.136.137:98/gslb/dsdqbv/jswshd.m3u8?auth=test20251009
浙江卫视,http://player.cntv.cn/standard/live_HLSDRM20180606.swf?ChannelID=zhejiang&P2PChannelID=pd://cctv_p2p_zhejiang
浙江卫视,http://129.211.14.102:25000/ysp0519.php?id=zjws
浙江卫视,http://198.204.228.26/live/zjwshd.m3u8
浙江卫视,http://207.56.13.146:81/cdnlive/zjws.m3u8
浙江卫视,http://192.151.150.154/live/zjwshd.m3u8
浙江卫视,http://114.225.205.180:4022/rtp/239.49.8.139:6000
浙江卫视,http://60.4.30.177:8077/rtp/239.253.92.90:8020
浙江卫视,http://www.lvyjay.win:4022/rtp/233.50.201.100:5140
浙江卫视,http://www.liangcl.top:8686/rtp/233.50.201.100:5140
浙江卫视,http://220.176.218.4:9000/udp/239.252.219.210:5140
